timestamp,market_title,city,date,target_temp,forecast_temp,market_prob,our_prob,edge,signal,stake,entry_price,market_url,status,result,pnl
2026-04-18T11:17:37.199893,Will the highest temperature in Busan be 21°C on April 20?,Busan,2026-04-20,21°C,19.0,0.305,0.02,-0.285,BUY NO,180.97862282500003,0.285,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
2026-04-18T11:17:37.200392,Will the highest temperature in Busan be 22°C on April 20?,Busan,2026-04-20,22°C,19.0,0.235,0.02,-0.215,BUY NO,198.69680967500005,0.215,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
2026-04-18T11:17:37.200749,Will the highest temperature in Busan be 23°C on April 20?,Busan,2026-04-20,23°C,19.0,0.235,0.02,-0.215,BUY NO,198.69680967500005,0.215,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
2026-04-18T11:17:37.201031,Will the highest temperature in Busan be 24°C on April 20?,Busan,2026-04-20,24°C,19.0,0.09,0.02,-0.06999999999999999,BUY NO,235.3987681500002,0.06999999999999999,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
2026-04-18T11:17:38.851187,Will the highest temperature in Chicago be 55°F or below on April 20?,Chicago,2026-04-20,55°F,11.8,0.66,0.55,-0.10999999999999999,BUY NO,15.661611590624998,0.64,https://polymarket.com/event/highest-temperature-in-chicago-on-april-20-2026,pending,,0
2026-04-18T11:17:39.428556,Will the highest temperature in Dallas be 71°F or below on April 20?,Dallas,2026-04-20,71°F,21.0,0.275,0.55,0.275,BUY YES,29.12640138209221,0.29500000000000004,https://polymarket.com/event/highest-temperature-in-dallas-on-april-20-2026,pending,,0
2026-04-18T11:59:17.635910,Will the highest temperature in Busan be 25°C or higher on April 20?,Busan,2026-04-20,25°C,19.0,0.105,0.05,-0.05499999999999999,BUY NO,149.86012659264725,0.08499999999999999,https://polymarket.com/event/highest-temperature-in-busan-on-april-20-2026,pending,,0
2026-04-18T11:59:20.506658,Will the highest temperature in Jakarta be 31°C on April 20?,Jakarta,2026-04-20,31°C,32.6,0.08,0.02,-0.06,BUY NO,237.9299377000001,0.06,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-20-2026,pending,,0
2026-04-18T11:59:20.507271,Will the highest temperature in Jakarta be 32°C on April 20?,Jakarta,2026-04-20,32°C,32.6,0.24,0.1,-0.13999999999999999,BUY NO,125.63805220909096,0.22,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-20-2026,pending,,0
2026-04-18T11:59:20.507424,Will the highest temperature in Jakarta be 33°C on April 20?,Jakarta,2026-04-20,33°C,32.6,0.345,0.9,0.555,BUY YES,80.74829473877955,0.365,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-20-2026,pending,,0
